consent_id,client_id,collecting_org_id,dsa_id,consent_type,status,legal_basis,purpose_codes,data_categories,sharing_scope_type,sharing_scope_agency_ids,given_date,effective_date,expiry_date,withdrawal_date,superseded_date,consent_source,obtained_by_user_id,witness_user_id,consent_document_ref,notes
CNS-00254,CLI-0178,ORG-0007,4,explicit,superseded,pipa,"coordinated_access,reporting","financial,family,substance_use,medical",single_agency_only,,2025-08-19,2025-08-19,2027-08-07,,2025-11-10,paper,USR-006,,DOC-13215,
CNS-00255,CLI-0179,ORG-0001,2,coordinated_access,superseded,foippa_statutory,,"medical,family,housing_status,demographics",limited_agencies,"ORG-0009,ORG-0002,ORG-0001,ORG-0007",2023-07-18,2023-07-18,2024-10-23,,2024-08-15,digital_form,USR-011,USR-032,DOC-96955,RED_FLAG: foippa_statutory_missing_purpose
CNS-00256,CLI-0180,ORG-0005,4,explicit,active,indigenous_governance,"coordinated_access,research,referrals",mental_health,all_dsa_agencies,,2023-11-30,2023-11-30,2024-08-30,,,digital_form,USR-030,,DOC-54096,
CNS-00257,CLI-0181,ORG-0006,1,opt_out,active,foippa,"case_mgmt,reporting,coordinated_access","demographics,family",single_agency_only,,2025-02-09,2025-02-09,2026-04-05,,,portal,USR-007,USR-034,DOC-13438,RED_FLAG: scope_mismatch_seeded
CNS-00258,CLI-0182,ORG-0001,4,implied,active,foippa,"research,referrals","substance_use,financial,demographics,mental_health",limited_agencies,"ORG-0008,ORG-0001",2025-04-18,2025-04-18,2027-03-11,,,digital_form,USR-028,,DOC-83301,
CNS-00259,CLI-0183,ORG-0006,1,explicit,active,indigenous_governance,referrals,"substance_use,demographics,medical,mental_health",all_dsa_agencies,,2023-02-08,2023-02-08,2024-12-31,,,verbal_logged,USR-011,,DOC-38688,
CNS-00260,CLI-0183,ORG-0002,1,implied,expired,foippa_statutory,,financial,limited_agencies,"ORG-0008,ORG-0009",2024-04-09,2024-04-09,2025-01-10,,,paper,USR-031,,DOC-75787,RED_FLAG: foippa_statutory_missing_purpose
CNS-00261,CLI-0184,ORG-0002,2,explicit,active,pipa,"referrals,coordinated_access","demographics,mental_health,medical",anonymous_only,,2026-03-27,2026-03-27,2027-11-16,,,paper,USR-030,USR-034,DOC-28365,
CNS-00262,CLI-0184,ORG-0009,1,explicit,active,pipa,"coordinated_access,reporting","medical,housing_status,demographics",limited_agencies,"ORG-0002,ORG-0005,ORG-0004",2025-01-04,2025-01-04,2026-03-20,,,paper,USR-037,,DOC-16971,
CNS-00263,CLI-0184,ORG-0001,4,implied,active,foippa,"research,coordinated_access,referrals","mental_health,substance_use",all_dsa_agencies,,2026-03-30,2026-03-30,2027-05-15,,,digital_form,USR-010,,DOC-15557,RED_FLAG: implied_consent_sensitive
CNS-00264,CLI-0185,ORG-0004,4,declined_anonymous,expired,pipa,"coordinated_access,case_mgmt,referrals","mental_health,substance_use",all_dsa_agencies,,2023-01-25,2023-01-25,2023-09-04,,,verbal_logged,USR-034,,DOC-42287,
CNS-00265,CLI-0185,ORG-0002,4,explicit,expired,pipa,"reporting,coordinated_access","financial,housing_status,demographics,mental_health",all_dsa_agencies,,2025-10-01,2025-10-01,2025-12-20,,,digital_form,USR-038,,DOC-54615,
CNS-00266,CLI-0186,ORG-0001,4,coordinated_access,active,pipa,"research,referrals,case_mgmt","demographics,substance_use,medical,financial",all_dsa_agencies,,2023-04-13,2023-04-13,2024-09-26,,,digital_form,USR-014,,DOC-54060,
CNS-00267,CLI-0187,ORG-0003,2,implied,active,indigenous_governance,"case_mgmt,reporting,coordinated_access",demographics,single_agency_only,,2025-09-17,2025-09-17,2027-07-04,,,digital_form,USR-024,USR-025,DOC-99683,
CNS-00268,CLI-0188,ORG-0008,3,explicit,active,pipa_and_foippa,"referrals,reporting,research","demographics,substance_use",single_agency_only,,2025-06-09,2025-06-09,2026-12-01,,,paper,USR-040,,DOC-31391,
CNS-00269,CLI-0189,ORG-0003,1,explicit,active,pipa_and_foippa,"case_mgmt,referrals,reporting","substance_use,financial,housing_status,family",all_dsa_agencies,,2025-11-06,2025-11-06,2027-06-23,,,portal,USR-034,,DOC-22832,
CNS-00270,CLI-0190,ORG-0005,4,explicit,active,indigenous_governance,reporting,housing_status,limited_agencies,"ORG-0008,ORG-0004,ORG-0002,ORG-0006",2024-04-22,2024-04-22,2024-12-18,,,digital_form,USR-016,,DOC-15157,
CNS-00271,CLI-0191,ORG-0009,3,implied,active,foippa,"coordinated_access,reporting","medical,housing_status,family,substance_use",no_sharing,,2025-11-23,2025-11-23,2027-10-13,,,paper,USR-026,,DOC-54726,
CNS-00272,CLI-9913,ORG-0008,1,explicit,active,indigenous_governance,"coordinated_access,reporting","family,housing_status,substance_use,mental_health",single_agency_only,,2023-06-26,2023-06-26,2026-03-20,,,paper,USR-036,,DOC-62185,
CNS-00273,CLI-0193,ORG-0002,1,inherited,expired,foippa,"referrals,case_mgmt","medical,financial",limited_agencies,"ORG-0005,ORG-0002",2023-06-13,2023-06-13,2024-02-27,,,paper,USR-033,,DOC-38855,
CNS-00274,CLI-0193,ORG-0003,1,declined_anonymous,superseded,pipa_and_foippa,referrals,"mental_health,family,demographics",all_dsa_agencies,,2023-07-22,2023-07-22,2025-02-16,,2024-07-15,digital_form,USR-006,,DOC-61666,
CNS-00275,CLI-0194,ORG-0005,3,explicit,active,pipa,referrals,"substance_use,medical,financial",no_sharing,,2024-10-07,2024-10-07,2025-04-07,,,paper,USR-039,USR-039,DOC-15598,
CNS-00276,CLI-0195,ORG-0009,2,explicit,superseded,pipa_and_foippa,"coordinated_access,referrals,case_mgmt","mental_health,financial,family,housing_status",all_dsa_agencies,,2025-04-01,2025-04-01,2027-01-24,,2025-04-01,paper,USR-007,,DOC-85956,
CNS-00277,CLI-0196,ORG-0001,3,explicit,active,pipa_and_foippa,referrals,"medical,demographics,family,substance_use",all_dsa_agencies,,2024-05-29,2024-05-29,2026-03-20,,,paper,USR-036,USR-003,DOC-89870,
CNS-00278,CLI-0197,ORG-0003,4,implied,superseded,pipa,"case_mgmt,referrals,coordinated_access",demographics,limited_agencies,"ORG-0008,ORG-0006,ORG-0005,ORG-0002",2023-10-09,2023-10-09,2024-12-27,,2023-11-20,paper,USR-026,,DOC-74211,
CNS-00279,CLI-0198,ORG-0005,3,coordinated_access,active,indigenous_governance,"referrals,research",medical,limited_agencies,"ORG-0008,ORG-0003,ORG-0001",2025-11-08,2025-11-08,2027-04-07,2026-03-13,,digital_form,USR-036,,DOC-61758,
CNS-00280,CLI-0198,ORG-0003,3,implied,superseded,pipa,"referrals,research,coordinated_access","mental_health,medical,housing_status",all_dsa_agencies,,2024-03-16,2024-03-16,2025-07-02,,2024-03-19,paper,USR-012,USR-013,DOC-39995,
CNS-00281,CLI-0198,ORG-0003,2,explicit,active,foippa,"research,case_mgmt,referrals","medical,mental_health,family,housing_status",all_dsa_agencies,,2025-08-31,2025-08-31,2027-02-16,,,paper,USR-005,,DOC-40177,
CNS-00282,CLI-0199,ORG-0008,3,explicit,active,indigenous_governance,"coordinated_access,referrals,reporting","family,medical,mental_health",limited_agencies,"ORG-0007,ORG-0005,ORG-0001",2025-04-03,2025-04-03,2026-08-29,,2026-01-04,verbal_logged,USR-008,USR-015,DOC-67462,
CNS-00283,CLI-0199,ORG-0007,1,implied,active,pipa,"reporting,research","substance_use,mental_health,financial",limited_agencies,"ORG-0001,ORG-0007,ORG-0004,ORG-0002",2026-03-19,2026-03-19,2027-01-28,,,verbal_logged,USR-028,USR-004,DOC-33412,
CNS-00284,CLI-0200,ORG-0005,2,explicit,superseded,foippa,"reporting,case_mgmt",family,limited_agencies,"ORG-0006,ORG-0008",2024-07-10,2024-07-10,2025-03-12,,2024-09-20,portal,USR-021,,DOC-34376,
CNS-00285,CLI-0200,ORG-0008,2,explicit,active,pipa,"research,coordinated_access,case_mgmt",demographics,all_dsa_agencies,,2025-09-01,2025-09-01,2026-06-08,,,paper,USR-002,USR-024,DOC-17877,
CNS-00286,CLI-0201,ORG-0009,4,explicit,pending,pipa,"research,reporting","family,medical",all_dsa_agencies,,2026-02-16,2026-02-16,2027-05-06,,,verbal_logged,USR-039,,DOC-55254,
CNS-00287,CLI-0202,ORG-0001,2,implied,active,indigenous_governance,coordinated_access,"mental_health,substance_use",all_dsa_agencies,,2023-10-21,2023-10-21,2024-12-26,,,portal,USR-038,,DOC-58954,RED_FLAG: implied_consent_sensitive
CNS-00288,CLI-0202,ORG-0007,2,explicit,superseded,pipa,"case_mgmt,referrals,coordinated_access","substance_use,financial,mental_health,family",all_dsa_agencies,,2025-07-08,2025-07-08,2027-03-09,,2026-02-15,paper,USR-026,USR-033,DOC-96604,
CNS-00289,CLI-0203,ORG-0005,2,explicit,superseded,pipa,"reporting,case_mgmt,research","housing_status,demographics,medical,financial",limited_agencies,"ORG-0009,ORG-0007,ORG-0005",2024-02-22,2024-02-22,2025-08-27,,2024-06-17,digital_form,USR-004,USR-004,DOC-59040,
CNS-00290,CLI-0204,ORG-0004,1,coordinated_access,active,indigenous_governance,"case_mgmt,reporting,research","financial,demographics,housing_status,family",all_dsa_agencies,,2024-08-05,2024-08-05,2025-08-07,,2025-12-15,digital_form,USR-015,USR-021,DOC-82069,
CNS-00291,CLI-0204,ORG-0005,2,implied,active,foippa,coordinated_access,"housing_status,demographics,medical,substance_use",single_agency_only,,2025-10-12,2025-10-12,2026-10-16,,,portal,USR-025,,DOC-69781,
CNS-00292,CLI-0205,ORG-0003,4,explicit,active,indigenous_governance,"research,case_mgmt,coordinated_access","family,financial",single_agency_only,,2023-04-19,2023-04-19,2026-03-20,,,digital_form,USR-024,,DOC-36578,
CNS-00293,CLI-0206,ORG-0009,3,explicit,active,foippa,referrals,"medical,financial,mental_health",no_sharing,,2023-06-02,2023-06-02,2024-10-06,,,digital_form,USR-008,USR-017,DOC-73065,
CNS-00294,CLI-0207,ORG-0004,2,explicit,active,indigenous_governance,"case_mgmt,referrals","demographics,financial,substance_use,family",all_dsa_agencies,,2025-02-02,2025-02-02,2025-10-02,,,paper,USR-002,USR-026,DOC-44370,RED_FLAG: ocap_override_ignored
CNS-00295,CLI-0208,ORG-0002,2,explicit,superseded,foippa,coordinated_access,"substance_use,family,medical,financial",all_dsa_agencies,,2025-03-09,2025-03-09,2026-04-29,,2026-03-23,verbal_logged,USR-022,,DOC-65616,
CNS-00296,CLI-0209,ORG-0002,1,inherited,withdrawn,foippa_statutory,referrals,"mental_health,demographics,medical,financial",anonymous_only,,2023-02-01,2023-02-01,2023-10-28,2025-03-18,,verbal_logged,USR-014,,DOC-69860,
CNS-00297,CLI-0210,ORG-0003,3,inherited,superseded,pipa_and_foippa,"referrals,research,reporting","family,housing_status,demographics",all_dsa_agencies,,2023-11-16,2023-11-16,2025-09-10,,2024-08-26,portal,USR-034,,DOC-52401,
CNS-00298,CLI-0210,ORG-0006,3,explicit,active,foippa,"referrals,case_mgmt,reporting","financial,family,mental_health,substance_use",all_dsa_agencies,,2025-10-06,2025-10-06,2027-01-12,,,portal,USR-007,USR-035,DOC-23157,
CNS-00299,CLI-0211,ORG-0008,2,coordinated_access,active,foippa,"research,reporting,coordinated_access","mental_health,financial",single_agency_only,,2025-07-05,2025-07-05,2026-03-31,,,portal,USR-040,,DOC-73692,
CNS-00300,CLI-0212,ORG-0005,4,explicit,active,pipa,"case_mgmt,reporting","mental_health,demographics,family",limited_agencies,"ORG-0003,ORG-0007",2024-03-15,2024-03-15,2025-08-11,,,portal,USR-019,,DOC-60898,
CNS-00301,CLI-0212,ORG-0004,4,explicit,active,foippa,"case_mgmt,reporting","substance_use,housing_status,financial,demographics",single_agency_only,,2025-06-27,2025-06-27,2026-06-17,,,portal,USR-004,,DOC-88826,
CNS-00302,CLI-0213,ORG-0008,4,coordinated_access,active,pipa_and_foippa,coordinated_access,substance_use,limited_agencies,"ORG-0005,ORG-0007",2025-12-20,2025-12-20,2027-04-02,,,digital_form,USR-038,USR-027,DOC-67426,
CNS-00303,CLI-0213,ORG-0007,1,explicit,expired,pipa_and_foippa,coordinated_access,"mental_health,housing_status",limited_agencies,"ORG-0005,ORG-0003",2023-03-20,2023-03-20,2024-01-17,,,paper,USR-004,,DOC-81573,
CNS-00304,CLI-0214,ORG-0007,3,explicit,expired,foippa,"reporting,research,case_mgmt","medical,demographics",all_dsa_agencies,,2024-02-19,2024-02-19,2025-12-06,,,digital_form,USR-009,,DOC-16496,
CNS-00305,CLI-0215,ORG-0002,3,coordinated_access,active,pipa,"reporting,case_mgmt,research","family,housing_status,demographics",all_dsa_agencies,,2025-06-12,2025-06-12,2026-05-10,,,paper,USR-004,,DOC-48573,
CNS-00306,CLI-0216,ORG-0007,2,explicit,active,pipa_and_foippa,"research,reporting,referrals","substance_use,housing_status,financial",limited_agencies,"ORG-0007,ORG-0008,ORG-0004",2023-07-27,2023-07-27,2024-12-02,,,paper,USR-033,,DOC-13121,
CNS-00307,CLI-0217,ORG-0003,4,inherited,active,indigenous_governance,"coordinated_access,reporting,referrals","medical,family,substance_use,housing_status",all_dsa_agencies,,2023-10-30,2023-10-30,2024-05-12,,2024-01-10,paper,USR-040,USR-030,DOC-13251,
CNS-00308,CLI-0218,ORG-0006,3,implied,expired,pipa_and_foippa,"reporting,referrals,coordinated_access","mental_health,family,financial",all_dsa_agencies,,2024-10-23,2024-10-23,2026-04-08,,,digital_form,USR-016,USR-007,DOC-76293,
CNS-00309,CLI-0219,ORG-0008,1,implied,active,pipa_and_foippa,research,"substance_use,demographics",limited_agencies,"ORG-0009,ORG-0001",2024-11-17,2024-11-17,2025-10-22,,,verbal_logged,USR-019,,DOC-72242,
CNS-00310,CLI-0220,ORG-0004,4,inherited,active,indigenous_governance,"case_mgmt,research,referrals","financial,medical",limited_agencies,"ORG-0004,ORG-0009",2023-04-16,2023-04-16,2025-02-25,,,verbal_logged,USR-010,Unknown,DOC-20363,
CNS-00311,CLI-0221,ORG-0008,4,implied,active,indigenous_governance,"reporting,referrals,coordinated_access","family,medical",all_dsa_agencies,,2026-03-23,2026-03-23,2027-10-07,,,verbal_logged,USR-038,,DOC-66717,
CNS-00312,CLI-0222,ORG-0006,1,explicit,active,indigenous_governance,"referrals,coordinated_access,case_mgmt","substance_use,financial,medical",limited_agencies,"ORG-0001,ORG-0009,ORG-0003",2025-08-23,2025-08-23,2027-03-10,,,portal,USR-012,,DOC-28309,
CNS-00313,CLI-0222,ORG-0004,3,explicit,superseded,pipa_and_foippa,"coordinated_access,research,case_mgmt","medical,family,demographics",all_dsa_agencies,,2026-01-08,2026-01-08,2027-06-03,,2026-02-12,paper,USR-021,,DOC-32749,
CNS-00314,CLI-0223,ORG-0007,1,explicit,active,pipa,"research,case_mgmt","mental_health,housing_status,demographics",all_dsa_agencies,,2023-04-22,2023-04-22,2024-01-18,,,verbal_logged,USR-009,,DOC-81300,
CNS-00315,CLI-0224,ORG-0001,3,explicit,active,pipa_and_foippa,"case_mgmt,research,referrals","housing_status,medical",anonymous_only,,2025-03-13,2025-03-13,2027-02-23,,,verbal_logged,USR-006,USR-019,DOC-10641,
CNS-00316,CLI-9472,ORG-0009,1,explicit,active,pipa_and_foippa,"referrals,coordinated_access","financial,demographics",all_dsa_agencies,,2023-10-15,2023-10-15,2025-03-07,,,paper,USR-035,,DOC-44355,
CNS-00317,CLI-0225,ORG-0009,3,implied,active,pipa_and_foippa,"case_mgmt,research,coordinated_access","family,mental_health",all_dsa_agencies,,2024-11-17,2024-11-17,2026-04-06,,,portal,USR-023,,DOC-55611,
CNS-00318,CLI-0225,ORG-0006,2,explicit,active,pipa_and_foippa,coordinated_access,"housing_status,financial,family",all_dsa_agencies,,2023-10-01,2023-10-01,2025-05-09,,,portal,USR-029,,DOC-68214,
CNS-00319,CLI-0226,ORG-0009,3,explicit,superseded,foippa,"coordinated_access,research,reporting","housing_status,financial",limited_agencies,"ORG-0009,ORG-0006",2026-01-23,2026-01-23,2027-08-31,,2026-03-08,portal,USR-023,USR-002,DOC-71137,
CNS-00320,CLI-0227,ORG-0001,4,explicit,active,pipa,"coordinated_access,reporting,research",demographics,limited_agencies,"ORG-0002,ORG-0008,ORG-0005",2023-04-13,2023-04-13,2025-02-04,,,digital_form,USR-023,USR-020,DOC-11242,
CNS-00321,CLI-0228,ORG-0009,3,inherited,active,pipa,"research,case_mgmt,coordinated_access","substance_use,mental_health,medical",single_agency_only,,2026-01-03,2026-01-03,2027-05-21,,,verbal_logged,USR-016,,DOC-82675,
CNS-00322,CLI-0229,ORG-0002,2,explicit,active,pipa_and_foippa,"coordinated_access,reporting,referrals","substance_use,financial,medical,family",limited_agencies,"ORG-0002,ORG-0001",2023-07-26,2023-07-26,2024-04-29,,,digital_form,USR-027,,DOC-40520,
CNS-00323,CLI-0229,ORG-0002,2,explicit,superseded,pipa_and_foippa,reporting,mental_health,all_dsa_agencies,,2023-05-09,2023-05-09,2024-06-10,,2023-11-10,verbal_logged,USR-010,,DOC-49398,
CNS-00324,CLI-0229,ORG-0008,3,inherited,active,pipa,"research,case_mgmt","housing_status,mental_health",limited_agencies,"ORG-0005,ORG-0003,ORG-0002,ORG-0001",2025-08-08,2025-08-08,2027-07-31,,,portal,USR-036,,DOC-79241,
CNS-00325,CLI-0230,ORG-0004,1,explicit,expired,pipa_and_foippa,"case_mgmt,coordinated_access","housing_status,demographics,financial",all_dsa_agencies,,2023-08-23,2023-08-23,2024-02-29,,,digital_form,USR-004,,DOC-70747,
CNS-00326,CLI-0231,ORG-0008,3,inherited,withdrawn,indigenous_governance,"coordinated_access,reporting,research","financial,housing_status",single_agency_only,,2024-09-03,2024-09-03,2026-05-18,2026-02-12,,verbal_logged,USR-011,USR-035,DOC-68521,
CNS-00327,CLI-0232,ORG-0008,1,implied,active,pipa,"coordinated_access,research","mental_health,financial,demographics",single_agency_only,,2025-01-01,2025-01-01,2025-09-12,,,portal,USR-036,,DOC-21099,
CNS-00328,CLI-0233,ORG-0004,3,coordinated_access,active,pipa_and_foippa,"research,referrals,coordinated_access",medical,all_dsa_agencies,,2025-06-06,2025-06-06,2026-03-20,,,portal,USR-013,,DOC-49312,
CNS-00329,CLI-0234,ORG-0001,4,explicit,pending,pipa_and_foippa,"coordinated_access,reporting,referrals","housing_status,family",no_sharing,,2024-03-26,2024-03-26,2026-01-30,,,paper,USR-038,USR-023,DOC-92421,
CNS-00330,CLI-0235,ORG-0006,1,explicit,active,indigenous_governance,"referrals,research","mental_health,substance_use,family",single_agency_only,,2023-11-25,2023-11-25,2025-02-25,,,paper,USR-013,,DOC-78917,
CNS-00331,CLI-0235,ORG-0008,3,declined_anonymous,active,pipa,coordinated_access,"demographics,financial,mental_health,housing_status",limited_agencies,"ORG-0004,ORG-0005",2025-07-29,2025-07-29,2026-07-02,,,digital_form,USR-024,,DOC-50514,
CNS-00332,CLI-0235,ORG-0004,3,explicit,active,pipa_and_foippa,"coordinated_access,referrals","housing_status,medical,demographics,mental_health",all_dsa_agencies,,2023-06-25,2023-06-25,2025-05-15,,,paper,USR-003,,DOC-11303,
CNS-00333,CLI-0236,ORG-0008,4,coordinated_access,superseded,foippa,"research,case_mgmt,reporting","family,financial,substance_use,housing_status",all_dsa_agencies,,2024-06-26,2024-06-26,2026-01-04,,2024-09-07,paper,USR-024,,DOC-66342,
CNS-00334,CLI-0237,ORG-0003,1,coordinated_access,active,indigenous_governance,"reporting,coordinated_access,case_mgmt","medical,housing_status,mental_health",limited_agencies,"ORG-0002,ORG-0007,ORG-0004,ORG-0005",2026-02-14,2026-02-14,2026-08-22,,2026-02-14,verbal_logged,USR-021,,DOC-79310,
CNS-00335,CLI-0238,ORG-0008,1,inherited,active,indigenous_governance,research,housing_status,all_dsa_agencies,,2025-05-25,2025-05-25,2026-04-18,,,verbal_logged,USR-020,,DOC-73225,
CNS-00336,CLI-0239,ORG-0001,2,explicit,active,foippa,"referrals,case_mgmt","family,housing_status,financial,demographics",all_dsa_agencies,,2023-10-10,2023-10-10,2025-01-12,,,paper,USR-040,,DOC-23797,
CNS-00337,CLI-0240,ORG-0005,2,declined_anonymous,active,foippa,"case_mgmt,referrals","family,mental_health,medical,housing_status",all_dsa_agencies,,2023-10-16,2023-10-16,2024-08-16,,,digital_form,USR-004,USR-007,DOC-69332,
CNS-00338,CLI-0241,ORG-0008,4,explicit,withdrawn,indigenous_governance,"research,coordinated_access","family,substance_use,housing_status,financial",single_agency_only,,2025-04-14,2025-04-14,2027-01-30,2026-02-27,,verbal_logged,USR-009,,DOC-60223,
CNS-00339,CLI-0241,ORG-0008,2,explicit,active,pipa_and_foippa,"referrals,reporting,research",substance_use,all_dsa_agencies,,2023-09-24,2023-09-24,2025-01-26,,,portal,USR-023,,DOC-21645,RED_FLAG: partial_withdrawal_not_propagated
CNS-00340,CLI-0242,ORG-0006,2,opt_out,active,indigenous_governance,referrals,"family,housing_status,medical",all_dsa_agencies,,2023-11-01,2023-11-01,2025-05-19,,,paper,USR-024,USR-032,DOC-57638,
CNS-00341,CLI-0242,ORG-0007,1,opt_out,active,foippa,"case_mgmt,reporting,research","housing_status,substance_use",all_dsa_agencies,,2024-11-13,2024-11-13,2025-07-08,,,verbal_logged,USR-029,USR-004,DOC-52643,
CNS-00342,CLI-0243,ORG-0008,2,explicit,active,foippa,"coordinated_access,case_mgmt,referrals","mental_health,financial,substance_use",all_dsa_agencies,,2023-05-31,2023-05-31,2025-05-17,,,paper,USR-035,N/A,DOC-98452,
CNS-00343,CLI-0243,ORG-0008,1,explicit,active,pipa,"reporting,case_mgmt,research","family,medical,substance_use,mental_health",all_dsa_agencies,,2025-06-20,2025-06-20,2026-07-12,,,paper,USR-022,,DOC-37108,
CNS-00344,CLI-0243,ORG-0005,2,implied,active,pipa,"referrals,case_mgmt",mental_health,all_dsa_agencies,,2025-07-01,2025-07-01,2027-06-05,,,portal,USR-028,,DOC-45105,
CNS-00345,CLI-0243,ORG-0002,2,explicit,active,pipa,coordinated_access,"housing_status,substance_use",all_dsa_agencies,,2026-02-19,2026-02-19,2027-06-17,,,portal,USR-030,USR-003,DOC-64198,
CNS-00346,CLI-0243,ORG-0006,1,coordinated_access,superseded,pipa_and_foippa,"case_mgmt,research","medical,substance_use,family,mental_health",no_sharing,,2025-01-02,2025-01-02,2026-01-04,,2025-06-08,portal,USR-020,,DOC-41683,
CNS-00347,CLI-0244,ORG-0002,3,explicit,active,pipa,"coordinated_access,research",mental_health,limited_agencies,"ORG-0007,ORG-0004,ORG-0006,ORG-0003",2024-12-01,2024-12-01,2026-11-13,,,verbal_logged,USR-003,,DOC-31373,
CNS-00348,CLI-9285,ORG-0009,4,explicit,active,indigenous_governance,"referrals,reporting,case_mgmt","housing_status,demographics",all_dsa_agencies,,2023-02-06,2023-02-06,2024-10-19,,2024-04-01,verbal_logged,USR-022,,DOC-33750,
CNS-00349,CLI-0246,ORG-0005,4,explicit,active,indigenous_governance,"coordinated_access,reporting,case_mgmt","family,medical,housing_status",all_dsa_agencies,"ORG-0009,ORG-0003,ORG-0001,ORG-0006",2025-03-14,2025-03-14,2026-06-15,,,verbal_logged,USR-030,,DOC-74328,RED_FLAG: ocap_override_ignored
CNS-00350,CLI-0247,ORG-0002,4,explicit,withdrawn,pipa,"reporting,referrals","financial,medical",limited_agencies,"ORG-0002,ORG-0001",2024-04-09,2024-04-09,2026-02-15,2025-09-13,,digital_form,USR-032,,DOC-67961,
CNS-00351,CLI-0248,ORG-0002,2,implied,active,foippa_statutory,,"financial,housing_status,medical",all_dsa_agencies,,2025-05-07,2025-05-07,2027-02-21,,,paper,USR-009,,DOC-41471,RED_FLAG: foippa_statutory_missing_purpose
CNS-00352,CLI-0248,ORG-0002,3,explicit,active,pipa,"research,case_mgmt","mental_health,substance_use",all_dsa_agencies,,2025-11-05,2025-11-05,2027-02-15,,,portal,USR-034,USR-038,DOC-18971,
CNS-00353,CLI-0249,ORG-0002,1,explicit,superseded,foippa_statutory,,"mental_health,financial,demographics",all_dsa_agencies,,2025-10-13,2025-10-13,2027-09-13,,2025-12-25,verbal_logged,USR-021,USR-030,DOC-95038,RED_FLAG: foippa_statutory_missing_purpose
CNS-00354,CLI-0250,ORG-0006,4,explicit,active,pipa_and_foippa,"coordinated_access,reporting",financial,no_sharing,,2023-10-16,2023-10-16,2025-05-12,,,portal,USR-005,,DOC-22929,
CNS-00355,CLI-0251,ORG-0006,3,explicit,superseded,pipa_and_foippa,referrals,"family,mental_health",limited_agencies,"ORG-0009,ORG-0003",2025-03-03,2025-03-03,2027-02-04,,2025-06-16,paper,USR-030,,DOC-64235,
CNS-00356,CLI-0252,ORG-0006,4,opt_out,active,pipa,"coordinated_access,case_mgmt,reporting","family,financial,substance_use",limited_agencies,"ORG-0008,ORG-0002,ORG-0005,ORG-0004",2025-09-16,2025-09-16,2026-08-31,,,verbal_logged,USR-029,,DOC-40002,
CNS-00357,CLI-0253,ORG-0003,2,explicit,active,pipa,"coordinated_access,research,reporting","mental_health,family,housing_status",limited_agencies,"ORG-0005,ORG-0007",2024-03-08,2024-03-08,2025-12-31,,,digital_form,USR-020,,DOC-28477,
CNS-00358,CLI-0254,ORG-0008,1,implied,active,indigenous_governance,reporting,"mental_health,substance_use",no_sharing,,2024-01-17,2024-01-17,2025-02-26,,,paper,USR-004,,DOC-75241,RED_FLAG: implied_consent_sensitive
CNS-00359,CLI-0255,ORG-0004,3,explicit,active,indigenous_governance,case_mgmt,"medical,substance_use,family,financial",single_agency_only,,2024-09-20,2024-09-20,2025-11-10,2024-11-26,,paper,USR-027,,DOC-42527,
CNS-00360,CLI-0256,ORG-0009,2,explicit,active,indigenous_governance,case_mgmt,"family,demographics",single_agency_only,,2024-06-21,2024-06-21,2026-06-05,,,portal,USR-005,USR-018,DOC-54322,
CNS-00361,CLI-0256,ORG-0003,1,explicit,expired,pipa_and_foippa,case_mgmt,housing_status,limited_agencies,"ORG-0006,ORG-0004,ORG-0001,ORG-0007",2023-06-20,2023-06-20,2024-05-05,,,digital_form,USR-031,,DOC-23816,
CNS-00362,CLI-0256,ORG-0003,3,explicit,superseded,foippa_statutory,"research,reporting","substance_use,financial,mental_health",limited_agencies,"ORG-0006,ORG-0008,ORG-0005",2023-12-30,2023-12-30,2025-12-10,,2025-11-15,digital_form,USR-030,,DOC-69533,
CNS-00363,CLI-0256,ORG-0002,3,coordinated_access,active,foippa_statutory,"case_mgmt,coordinated_access","family,medical,demographics,mental_health",single_agency_only,,2025-12-22,2025-12-22,2027-11-11,,,portal,USR-037,,DOC-71465,
CNS-00364,CLI-0256,ORG-0004,1,explicit,expired,pipa,"case_mgmt,coordinated_access","financial,medical",limited_agencies,"ORG-0006,ORG-0009,ORG-0002,ORG-0005",2026-03-04,2026-03-04,2026-04-15,,,verbal_logged,USR-009,USR-031,DOC-64671,
CNS-00365,CLI-0257,ORG-0005,4,coordinated_access,active,pipa,"reporting,research,coordinated_access","financial,family,demographics",single_agency_only,,2025-02-20,2025-02-20,2027-02-17,,,digital_form,USR-038,,DOC-29718,
CNS-00366,CLI-0258,ORG-0002,3,implied,active,foippa,case_mgmt,mental_health,limited_agencies,"ORG-0008,ORG-0004,ORG-0002",2026-01-14,2026-01-14,2027-03-15,,,paper,USR-007,USR-026,DOC-75587,
CNS-00367,CLI-9172,ORG-0008,2,explicit,superseded,pipa,"referrals,coordinated_access","substance_use,mental_health,financial,demographics",all_dsa_agencies,,2024-07-17,2024-07-17,2025-10-08,,2024-09-02,paper,USR-037,,DOC-77483,
CNS-00368,CLI-0260,ORG-0003,4,explicit,active,foippa,"case_mgmt,reporting,coordinated_access","family,substance_use",single_agency_only,,2026-02-24,2026-02-24,2027-01-26,,,digital_form,USR-028,USR-001,DOC-91300,
