referral_id,client_id,referring_org_id,receiving_org_id,referral_source_module,referral_type,referral_reason,referral_priority,status,status_reason,submitted_at,acknowledged_at,decision_at,started_at,completed_at,cancelled_at,consent_record_id,related_service_encounter_id,referred_by_worker_name
REF-00246,CLI-0829,ORG-0002,ORG-0006,HIFIS_Referral,internal,legal_assistance,routine,declined,consent_not_granted,2023-04-20 11:15:00,2023-04-21 06:02:00,2023-04-24 00:51:00,,,,CNS-01189,,Francis Robinson
REF-00247,CLI-0035,ORG-0004,ORG-0007,HIFIS_Intake,external,food_security,routine,accepted,,2023-11-01 20:07:00,2023-11-03 04:43:00,2023-11-04 16:03:00,2023-11-05 12:39:00,,,CNS-04224,,Paula Brown
REF-00248,CLI-0272,ORG-0006,ORG-0005,HIFIS_Intake,external,shelter_bed_needed,urgent,completed,,2023-08-16 10:35:00,2023-08-18 01:33:00,2023-08-19 12:35:00,2023-08-26 08:07:00,2023-08-30 14:57:00,,CNS-00392,ENC-00040,Kendra Wang DVM
REF-00249,CLI-0429,ORG-0006,ORG-0001,CA_Module,external,food_security,routine,accepted,,2023-11-12 11:58:00,2023-11-14 01:24:00,2023-11-15 10:44:00,2023-11-15 18:26:00,,,CNS-04771,,Ariel Sandoval
REF-00250,CLI-0430,ORG-0009,ORG-0006,CA_Module,internal,case_management,routine,pending,,2024-06-09 17:51:00,2024-06-10 17:34:00,,,,,CNS-04722,,Robert Stark
REF-00251,CLI-0218,ORG-0006,ORG-0008,HIFIS_Intake,internal,detox_request,routine,submitted,,2026-01-08 16:59:00,,,,,,CNS-03669,,Zachary Robinson
REF-00252,CLI-0500,ORG-0007,ORG-0004,External_Portal,coordinated_access,detox_request,urgent,accepted,,2025-04-21 12:44:00,2025-04-22 05:54:00,2025-04-24 13:33:00,2025-05-01 00:29:00,,,CNS-01705,,Rebecca Kelly
REF-00253,CLI-0435,ORG-0001,ORG-0004,External_Portal,coordinated_access,shelter_bed_needed,routine,completed,,2023-05-08 18:21:00,2023-05-10 17:02:00,2023-05-10 21:13:00,2023-05-15 11:03:00,2023-05-20 05:50:00,,CNS-04544,ENC-00338,Sarah Thompson
REF-00254,CLI-0443,ORG-0008,ORG-0001,CA_Module,external,shelter_bed_needed,routine,completed,,2024-11-28 12:02:00,2024-11-28 16:20:00,2024-11-29 21:37:00,2024-12-06 13:35:00,2024-12-16 02:37:00,,CNS-00642,ENC-00172,Renee Wolfe
REF-00255,CLI-0469,ORG-0007,ORG-0009,HIFIS_Referral,coordinated_access,detox_request,crisis,completed,,2025-02-22 09:35:00,2025-02-24 06:23:00,2025-02-25 09:49:00,2025-02-28 03:12:00,2025-03-10 16:44:00,,CNS-01639,ENC-00176,Alyssa Haynes
REF-00256,CLI-0592,ORG-0007,ORG-0003,External_Portal,internal,shelter_bed_needed,urgent,pending,,2024-04-04 09:10:00,2024-04-04 21:29:00,,,,,CNS-02131,,Kristy Hart
REF-00257,CLI-0573,ORG-0003,ORG-0004,External_Portal,coordinated_access,detox_request,urgent,accepted,,2024-01-08 08:20:00,2024-01-09 04:21:00,2024-01-11 01:36:00,2024-01-16 16:10:00,,,CNS-00826,,William Keith
REF-00258,CLI-0064,ORG-0007,ORG-0004,External_Portal,self_referral,shelter_bed_needed,urgent,pending,,2025-11-27 07:05:00,2025-11-27 19:00:00,,,,,CNS-00093,,Eric Henry Jr.
REF-00259,CLI-0299,ORG-0005,ORG-0008,HIFIS_Referral,external,food_security,routine,cancelled,other,2026-04-02 15:31:00,2026-04-03 19:53:00,,,,2026-04-03 23:58:00,CNS-04482,,Daniel Fox
REF-00260,CLI-0451,ORG-0003,ORG-0006,External_Portal,external,food_security,crisis,completed,,2023-12-29 13:28:00,2023-12-31 03:31:00,2024-01-02 20:06:00,2024-01-05 17:01:00,2024-01-27 02:35:00,,CNS-00652,ENC-00769,Thomas Harris
REF-00261,CLI-0015,ORG-0008,ORG-0001,HIFIS_Intake,self_referral,crisis_support,urgent,completed,,2024-07-12 22:29:00,2024-07-14 06:15:00,2024-07-14 14:28:00,2024-07-19 13:28:00,2024-07-23 12:51:00,,CNS-03058,ENC-00110,Mitchell Sellers
REF-00262,CLI-0157,ORG-0009,ORG-0005,External_Portal,internal,legal_assistance,routine,pending,,2023-05-26 19:16:00,2023-05-27 03:55:00,,,,,CNS-00224,,Erica Johnson
REF-00263,CLI-0201,ORG-0008,ORG-0002,HIFIS_Referral,coordinated_access,case_management,crisis,declined,client_ineligible,2023-03-10 19:34:00,2023-03-12 07:14:00,2023-03-12 09:40:00,,,,CNS-01766,,Sylvia Schroeder
REF-00264,CLI-0388,ORG-0005,ORG-0009,CA_Module,internal,legal_assistance,routine,completed,,2025-01-23 11:29:00,2025-01-25 03:45:00,2025-01-26 06:48:00,2025-01-27 16:56:00,2025-02-04 16:12:00,,CNS-02352,ENC-00198,Shannon Yu
REF-00265,CLI-0244,ORG-0006,ORG-0005,CA_Module,external,crisis_support,routine,submitted,,2023-02-06 09:39:00,,,,,,CNS-04022,,Tom Foster
REF-00266,CLI-0003,ORG-0002,ORG-0009,HIFIS_Intake,internal,crisis_support,routine,submitted,,2025-03-30 10:23:00,,,,,,CNS-00003,,Eric Taylor
REF-00267,CLI-0665,ORG-0002,ORG-0001,External_Portal,external,detox_request,routine,accepted,,2024-08-06 20:35:00,2024-08-08 12:36:00,2024-08-10 16:31:00,2024-08-15 17:53:00,,,CNS-00965,,Travis Conner
REF-00268,CLI-0664,ORG-0005,ORG-0008,External_Portal,internal,mh_assessment,routine,submitted,,2023-05-18 07:03:00,,,,,,CNS-01525,,Marie Thompson
,CLI-0509,ORG-0009,ORG-0006,CA_Module,external,detox_request,routine,submitted,,2025-02-01 18:42:00,,,,,,CNS-00730,,Melissa Mcfarland
REF-00270,CLI-0703,ORG-0004,ORG-0003,External_Portal,internal,crisis_support,routine,submitted,,2023-12-19 22:23:00,,,,,,CNS-01015,,Courtney Chapman
REF-00271,CLI-0691,ORG-0006,ORG-0004,CA_Module,internal,food_security,routine,completed,,2023-12-09 19:42:00,2023-12-11 18:29:00,2023-12-13 06:41:00,2023-12-15 04:26:00,2023-12-17 18:46:00,,CNS-01002,ENC-00273,Eric Barker
REF-00272,CLI-0116,ORG-0006,ORG-0004,External_Portal,coordinated_access,case_management,routine,accepted,,2025-01-20 13:15:00,2025-01-21 21:03:00,2025-01-23 05:25:00,2025-01-28 07:11:00,,,CNS-03600,,Nicholas Rush
REF-00273,CLI-0760,ORG-0008,ORG-0007,HIFIS_Referral,coordinated_access,food_security,urgent,accepted,,2024-10-17 09:51:00,2024-10-18 17:36:00,2024-10-20 11:43:00,2024-10-27 07:42:00,,,CNS-02213,,Jenna Gamble
REF-00274,CLI-0631,ORG-0007,ORG-0002,HIFIS_Intake,internal,shelter_bed_needed,routine,accepted,,2023-03-13 13:52:00,2023-03-14 13:24:00,2023-03-17 11:07:00,2023-03-22 01:03:00,,,CNS-00916,,Amanda Guzman
REF-00275,CLI-0691,ORG-0006,ORG-0009,HIFIS_Intake,self_referral,mh_assessment,routine,accepted,,2026-02-16 12:16:00,2026-02-17 14:17:00,2026-02-19 00:31:00,2026-02-22 15:40:00,,,CNS-04764,,Tracy Walker
REF-00276,CLI-0100,ORG-0002,ORG-0003,CA_Module,external,detox_request,routine,declined,consent_not_granted,2025-11-27 09:34:00,2025-11-28 03:09:00,2025-11-30 12:10:00,,,,CNS-00144,,Taylor Taylor
REF-00277,CLI-0079,ORG-0004,ORG-0007,CA_Module,coordinated_access,shelter_bed_needed,routine,completed,,2025-10-21 08:52:00,2025-10-23 06:21:00,2025-10-25 21:19:00,2025-10-28 04:02:00,2025-11-26 19:55:00,,CNS-02502,ENC-00335,Cynthia Haas
REF-00278,CLI-0778,ORG-0001,ORG-0004,HIFIS_Referral,external,legal_assistance,urgent,pending,,2024-06-26 22:42:00,2024-06-27 08:21:00,,,,,CNS-01421,,Stephen Davis
REF-00279,CLI-0304,ORG-0009,ORG-0003,CA_Module,external,case_management,routine,completed,,2026-01-27 11:04:00,2026-01-28 06:48:00,2026-01-31 00:02:00,2026-02-02 22:16:00,2026-03-02 16:17:00,,CNS-04609,ENC-00107,Margaret Tanner
REF-00280,CLI-0006,ORG-0005,ORG-0003,CA_Module,external,crisis_support,crisis,accepted,,2023-08-01 15:43:00,2023-08-03 00:36:00,2023-08-04 02:12:00,2023-08-05 00:42:00,,,CNS-00006,,Derek Wright
REF-00281,CLI-0188,ORG-0008,ORG-0006,External_Portal,self_referral,legal_assistance,urgent,accepted,,2024-01-06 20:39:00,2024-01-08 07:31:00,2024-01-11 07:18:00,2024-01-16 12:02:00,,,CNS-00268,,David Rodriguez
REF-00282,CLI-0301,ORG-0005,ORG-0007,HIFIS_Intake,external,shelter_bed_needed,urgent,accepted,,2024-04-27 10:58:00,2024-04-29 05:08:00,2024-04-30 00:43:00,2024-05-06 15:56:00,,,CNS-04238,,James Oconnor
REF-00283,CLI-0708,ORG-0006,ORG-0008,HIFIS_Referral,internal,food_security,routine,pending,,2026-04-05 19:57:00,2026-04-06 13:27:00,,,,,CNS-01857,,Stacey Snyder
REF-00284,CLI-0541,ORG-0005,ORG-0006,HIFIS_Intake,coordinated_access,housing_support,routine,accepted,,2024-12-16 09:23:00,2024-12-17 13:50:00,2024-12-19 21:43:00,2024-12-21 11:22:00,,,CNS-03147,,Joshua Garcia
REF-00285,CLI-0064,ORG-0008,ORG-0001,HIFIS_Intake,coordinated_access,crisis_support,routine,declined,capacity_full,2024-05-31 17:14:00,2024-06-01 00:42:00,2024-06-03 05:24:00,,,,CNS-00093,,Sean Curtis
REF-00286,CLI-0651,ORG-0005,ORG-0004,External_Portal,external,detox_request,routine,pending,,2023-12-27 22:04:00,2023-12-29 11:13:00,,,,,CNS-00940,,Carla Jones
REF-00287,CLI-0292,ORG-0005,ORG-0009,HIFIS_Intake,external,crisis_support,routine,completed,,2023-08-04 09:13:00,2023-08-05 22:49:00,2023-08-06 01:46:00,2023-08-11 16:29:00,2023-09-05 12:15:00,,CNS-03751,ENC-00066,Elizabeth Flores
REF-00288,CLI-0553,ORG-0001,ORG-0008,CA_Module,external,food_security,routine,accepted,,2024-09-03 17:32:00,2024-09-04 21:25:00,2024-09-07 01:50:00,2024-09-09 17:35:00,,,CNS-01733,,Angela Jackson
REF-00289,CLI-0082,ORG-0009,ORG-0001,External_Portal,external,shelter_bed_needed,urgent,pending,,2025-12-05 11:04:00,2025-12-05 23:15:00,,,,,CNS-02824,,Nicholas Payne
REF-00290,CLI-0324,ORG-0005,ORG-0008,HIFIS_Referral,external,shelter_bed_needed,urgent,accepted,,2023-12-26 12:44:00,2023-12-28 01:35:00,2023-12-29 17:42:00,2024-01-03 20:48:00,,,CNS-02682,,Anna Wheeler
REF-00291,CLI-0249,ORG-0002,ORG-0005,External_Portal,external,food_security,routine,completed,,2025-07-31 12:13:00,2025-07-31 23:35:00,2025-08-01 02:52:00,2025-08-03 12:09:00,2025-08-23 05:39:00,,CNS-00353,ENC-00011,Karen Johnson
REF-00292,CLI-0130,ORG-0008,ORG-0009,External_Portal,coordinated_access,shelter_bed_needed,routine,accepted,,2026-01-14 17:11:00,2026-01-16 01:51:00,2026-01-16 22:30:00,2026-01-22 23:30:00,,,CNS-03335,,Carmen Preston
REF-00293,CLI-0740,ORG-0004,ORG-0003,CA_Module,external,mh_assessment,crisis,submitted,,2025-09-16 14:53:00,,,,,,CNS-02224,,Brian Harris
REF-00294,CLI-0762,ORG-0001,ORG-0008,CA_Module,external,legal_assistance,routine,pending,,2024-03-30 18:52:00,2024-04-01 14:49:00,,,,,CNS-01383,,Michael Bowen
REF-00295,CLI-0436,ORG-0003,ORG-0005,CA_Module,coordinated_access,crisis_support,routine,completed,,2025-07-16 08:03:00,2025-07-17 01:56:00,2025-07-19 00:04:00,2025-07-21 10:43:00,2025-08-05 22:42:00,,CNS-01628,ENC-00144,Deborah Campbell
REF-00296,CLI-0224,ORG-0001,ORG-0004,CA_Module,internal,detox_request,routine,completed,,2023-09-17 18:52:00,2023-09-19 01:57:00,2023-09-19 06:02:00,2023-09-22 19:46:00,2023-09-30 07:02:00,,CNS-01941,ENC-00708,Anthony Armstrong
REF-00297,CLI-0340,ORG-0006,ORG-0007,External_Portal,external,food_security,routine,accepted,,2024-08-23 20:30:00,2024-08-25 11:05:00,2024-08-25 21:31:00,2024-08-30 00:14:00,,,CNS-00482,,Brittany Ward
REF-00298,CLI-0410,ORG-0008,ORG-0004,External_Portal,external,housing_support,urgent,accepted,,2024-12-04 07:19:00,2024-12-05 02:49:00,2024-12-08 02:07:00,2024-12-11 02:51:00,,,CNS-00591,,Edward Stanley
REF-00299,CLI-0213,ORG-0003,ORG-0004,HIFIS_Referral,internal,case_management,routine,declined,consent_not_granted,2023-11-30 17:22:00,2023-12-02 06:21:00,2023-12-04 22:52:00,,,,CNS-04778,,Christina Johnson
REF-00300,CLI-0166,ORG-0004,ORG-0006,HIFIS_Referral,internal,shelter_bed_needed,routine,completed,,2025-05-13 22:26:00,2025-05-14 00:34:00,2025-05-15 21:40:00,2025-05-18 06:30:00,2025-05-21 00:06:00,,CNS-00238,ENC-00100,Edgar Miller
REF-00301,CLI-0231,ORG-0004,ORG-0001,CA_Module,external,shelter_bed_needed,routine,declined,client_ineligible,2025-10-30 19:09:00,2025-11-01 08:48:00,2025-11-02 16:21:00,,,,CNS-04279,,Elizabeth Sanders
REF-00302,CLI-0329,ORG-0009,ORG-0002,External_Portal,internal,housing_support,urgent,submitted,,2023-08-28 13:13:00,,,,,,CNS-04148,,Matthew Davis MD
REF-00303,CLI-0334,ORG-0007,ORG-0009,CA_Module,self_referral,legal_assistance,urgent,submitted,,2025-07-10 21:04:00,,,,,,CNS-00472,,Stephen Wood
REF-00304,CLI-0623,ORG-0007,ORG-0006,CA_Module,self_referral,shelter_bed_needed,crisis,accepted,,2024-08-28 22:21:00,2024-08-30 13:38:00,2024-09-01 13:29:00,2024-09-08 12:59:00,,,CNS-01381,,Dennis Marshall
REF-00305,CLI-0351,ORG-0006,ORG-0004,CA_Module,coordinated_access,food_security,routine,declined,other,2026-02-27 09:28:00,2026-02-27 17:47:00,2026-03-01 11:47:00,,,,CNS-01287,,Derrick Brown
REF-00306,CLI-0077,ORG-0009,ORG-0004,HIFIS_Intake,coordinated_access,mh_assessment,crisis,declined,other,2024-10-02 18:09:00,2024-10-02 22:51:00,2024-10-05 13:43:00,,,,CNS-04481,,Mary Miller
REF-00307,CLI-0404,ORG-0006,ORG-0002,HIFIS_Referral,coordinated_access,shelter_bed_needed,urgent,completed,,2024-01-14 18:31:00,2024-01-15 15:10:00,2024-01-17 08:33:00,2024-01-21 00:20:00,2024-01-27 20:00:00,,CNS-00582,ENC-00227,Joshua Arellano
REF-00308,CLI-0809,ORG-0003,ORG-0009,HIFIS_Referral,internal,legal_assistance,urgent,declined,out_of_catchment,2024-06-20 07:32:00,2024-06-21 21:22:00,2024-06-22 17:41:00,,,,CNS-01157,,Kristen Randall
REF-00309,CLI-0700,ORG-0004,ORG-0003,CA_Module,external,shelter_bed_needed,routine,cancelled,duplicate_request,2024-08-08 12:37:00,2024-08-09 02:47:00,,,,2024-08-14 02:28:00,CNS-01012,,Jennifer Nichols
REF-00310,CLI-0590,ORG-0005,ORG-0002,HIFIS_Referral,coordinated_access,food_security,urgent,pending,,2023-12-04 17:37:00,2023-12-06 08:54:00,,,,,CNS-03643,,Karen Keith
REF-00311,CLI-0837,ORG-0008,ORG-0005,HIFIS_Referral,self_referral,mh_assessment,urgent,submitted,,2024-10-27 07:05:00,,,,,,CNS-02297,,Blake Orr
REF-00312,CLI-0209,ORG-0005,ORG-0004,External_Portal,external,case_management,routine,accepted,,2025-01-21 13:13:00,2025-01-23 06:43:00,2025-01-25 18:45:00,2025-01-27 19:16:00,,,CNS-01888,,Kathryn Lester
REF-00313,CLI-0090,ORG-0003,ORG-0009,HIFIS_Intake,external,housing_support,urgent,pending,,2023-11-05 12:39:00,2023-11-05 19:02:00,,,,,CNS-04971,,Megan Oliver
REF-00314,CLI-0041,ORG-0002,ORG-0006,External_Portal,coordinated_access,food_security,routine,accepted,,2023-03-12 08:35:00,2023-03-13 22:17:00,2023-03-14 08:52:00,2023-03-20 23:18:00,,,CNS-02980,,Peter Thompson
REF-00315,CLI-0829,ORG-0006,ORG-0003,HIFIS_Referral,coordinated_access,housing_support,urgent,pending,,2023-08-09 08:32:00,2023-08-09 19:33:00,,,,,CNS-01248,,Dr. Rhonda Martinez
REF-00316,CLI-0329,ORG-0007,ORG-0004,HIFIS_Referral,self_referral,mh_assessment,crisis,submitted,,2025-03-27 16:59:00,,,,,,CNS-00465,,William Graham
REF-00317,CLI-0012,ORG-0004,ORG-0002,HIFIS_Intake,coordinated_access,shelter_bed_needed,urgent,declined,client_ineligible,2025-09-08 17:52:00,2025-09-08 20:25:00,2025-09-09 12:42:00,,,,CNS-00019,,Lori Flowers MD
REF-00318,CLI-0782,ORG-0004,ORG-0006,CA_Module,internal,crisis_support,routine,completed,,2025-01-23 22:04:00,2025-01-24 16:02:00,2025-01-27 15:55:00,2025-02-02 02:03:00,2025-02-19 21:57:00,,CNS-04923,ENC-00248,Suzanne Jones
REF-00319,CLI-0465,ORG-0006,ORG-0003,External_Portal,internal,housing_support,urgent,accepted,,2025-07-29 09:52:00,2025-07-30 12:07:00,2025-07-31 17:38:00,2025-08-02 02:15:00,,,CNS-01327,,James Nguyen
REF-00320,CLI-0679,ORG-0008,ORG-0002,HIFIS_Referral,self_referral,case_management,crisis,submitted,,2023-04-23 21:54:00,,,,,,CNS-03695,,Jimmy Marks
REF-00321,CLI-0791,ORG-0004,ORG-0001,HIFIS_Intake,coordinated_access,detox_request,urgent,accepted,,2023-02-16 15:25:00,2023-02-18 08:41:00,2023-02-20 15:52:00,2023-02-25 04:49:00,,,CNS-01130,,Lisa Mills
REF-00322,CLI-0785,ORG-0004,ORG-0005,External_Portal,coordinated_access,mh_assessment,routine,declined,other,2025-10-06 17:33:00,2025-10-06 18:39:00,2025-10-06 23:15:00,,,,CNS-03578,,Jason Hernandez
REF-00323,CLI-0281,ORG-0001,ORG-0008,CA_Module,coordinated_access,crisis_support,routine,pending,,2024-09-02 07:51:00,2024-09-03 12:04:00,,,,,CNS-02469,,Olivia Ayers
REF-00324,CLI-0301,ORG-0005,ORG-0004,HIFIS_Intake,external,legal_assistance,urgent,declined,client_ineligible,2024-05-13 07:53:00,2024-05-14 23:49:00,2024-05-17 20:06:00,,,,CNS-03521,,Kristine Garcia
REF-00325,CLI-0555,ORG-0003,ORG-0007,External_Portal,coordinated_access,housing_support,routine,accepted,,2024-07-15 10:13:00,2024-07-17 05:03:00,2024-07-17 21:39:00,2024-07-24 11:27:00,,,CNS-02678,,Joseph Cooper
REF-00326,CLI-0319,ORG-0009,ORG-0003,HIFIS_Referral,internal,housing_support,routine,completed,,2024-02-27 22:12:00,2024-02-29 01:45:00,2024-03-01 05:02:00,2024-03-02 21:13:00,2024-03-13 20:55:00,,CNS-00450,ENC-00086,James Washington
REF-00327,CLI-0422,ORG-0005,ORG-0009,External_Portal,internal,crisis_support,routine,accepted,,2024-06-28 14:31:00,2024-06-28 21:02:00,2024-06-29 15:49:00,2024-06-30 02:51:00,,,CNS-00608,,Amanda Hill
REF-00328,CLI-0341,ORG-0006,ORG-0003,HIFIS_Referral,internal,food_security,routine,accepted,,2023-03-18 18:32:00,2023-03-19 15:38:00,2023-03-19 17:17:00,2023-03-25 13:49:00,,,CNS-01491,,Lee Steele
REF-00329,CLI-0260,ORG-0002,ORG-0007,External_Portal,internal,food_security,routine,accepted,,2024-09-30 19:57:00,2024-10-01 01:07:00,2024-10-01 12:02:00,2024-10-06 05:36:00,,,CNS-02423,,Steve Rivera
REF-00330,CLI-0396,ORG-0001,ORG-0005,HIFIS_Intake,external,food_security,routine,completed,,2024-11-30 15:24:00,2024-12-01 15:50:00,2024-12-03 04:05:00,2024-12-05 04:29:00,2024-12-23 08:27:00,,CNS-02767,ENC-00629,Patrick Mccall
REF-00331,CLI-0798,ORG-0004,ORG-0009,CA_Module,coordinated_access,legal_assistance,crisis,accepted,,2023-02-25 15:40:00,2023-02-27 14:59:00,2023-03-01 10:57:00,2023-03-04 16:07:00,,,CNS-01139,,Alicia Roth
REF-00332,CLI-0691,ORG-0007,ORG-0008,External_Portal,coordinated_access,crisis_support,routine,submitted,,2023-10-09 11:14:00,,,,,,CNS-01002,,Douglas Vasquez
REF-00333,CLI-0274,ORG-0003,ORG-0002,CA_Module,coordinated_access,shelter_bed_needed,urgent,declined,other,2025-06-30 13:24:00,2025-07-02 02:06:00,2025-07-03 10:44:00,,,,CNS-03935,,Annette Melton
REF-00334,CLI-0595,ORG-0006,ORG-0009,CA_Module,internal,mh_assessment,urgent,submitted,,2024-02-01 09:26:00,,,,,,CNS-01720,,William Ramos
REF-00335,CLI-0072,ORG-0004,ORG-0008,HIFIS_Referral,internal,case_management,urgent,completed,,2023-02-09 15:35:00,2023-02-10 10:39:00,2023-02-11 13:25:00,2023-02-16 23:18:00,2023-03-10 02:27:00,,CNS-01764,ENC-00036,Debra Butler
REF-00336,CLI-0177,ORG-0008,ORG-0006,External_Portal,external,legal_assistance,routine,cancelled,no_longer_needed,2023-09-12 12:38:00,2023-09-13 13:23:00,,,,2023-09-16 11:32:00,CNS-02290,,Chelsea Lewis
REF-00337,CLI-0301,ORG-0003,ORG-0002,HIFIS_Referral,internal,mh_assessment,urgent,completed,,2024-12-25 11:30:00,2024-12-26 11:24:00,2024-12-27 11:24:00,2025-01-02 04:34:00,2025-01-02 14:02:00,,CNS-00427,ENC-00760,Natalie Malone
REF-00338,CLI-0664,ORG-0008,ORG-0004,HIFIS_Intake,external,detox_request,routine,accepted,,2024-10-15 14:20:00,2024-10-17 12:51:00,2024-10-18 05:53:00,2024-10-22 22:08:00,,,CNS-02439,,Samantha Robertson
REF-00339,CLI-0433,ORG-0005,ORG-0009,HIFIS_Intake,coordinated_access,food_security,urgent,cancelled,client_withdrew,2023-04-05 21:00:00,2023-04-07 05:15:00,,,,2023-04-13 13:37:00,CNS-02243,,Eric Hunter
REF-00340,CLI-0652,ORG-0006,ORG-0009,CA_Module,internal,food_security,routine,accepted,,2024-05-05 15:55:00,2024-05-07 07:04:00,2024-05-09 01:15:00,2024-05-15 10:30:00,,,CNS-02372,,Samuel Suarez
REF-00341,CLI-0178,ORG-0004,ORG-0007,CA_Module,coordinated_access,crisis_support,urgent,cancelled,other,2026-01-14 13:30:00,2026-01-15 01:32:00,,,,2026-01-21 04:05:00,CNS-03699,,Corey Whitaker
REF-00342,CLI-0588,ORG-0009,ORG-0002,HIFIS_Referral,coordinated_access,legal_assistance,routine,declined,consent_not_granted,2023-10-11 17:24:00,2023-10-12 12:35:00,2023-10-15 03:53:00,,,,CNS-00845,,Danielle Bryant
REF-00343,CLI-0531,ORG-0009,ORG-0003,HIFIS_Referral,internal,case_management,urgent,completed,,2024-07-22 07:31:00,2024-07-23 23:23:00,2024-07-24 16:52:00,2024-07-26 01:02:00,2024-08-14 00:59:00,,CNS-00763,ENC-00343,Michele Hill
REF-00344,CLI-0264,ORG-0005,ORG-0008,External_Portal,internal,legal_assistance,routine,cancelled,no_longer_needed,2025-10-30 21:23:00,2025-10-31 18:35:00,,,,2025-11-02 18:10:00,CNS-00375,,Kathy Reid
REF-00345,CLI-0728,ORG-0003,ORG-0005,HIFIS_Referral,external,legal_assistance,urgent,accepted,,2026-02-19 22:29:00,2026-02-19 23:18:00,2026-02-20 08:00:00,2026-02-25 16:30:00,,,CNS-01052,,Andre Watson
REF-00346,CLI-0249,ORG-0003,ORG-0007,HIFIS_Intake,external,legal_assistance,routine,completed,,2023-12-06 08:39:00,2023-12-07 13:04:00,2023-12-09 21:28:00,2023-12-14 14:27:00,2023-12-15 12:46:00,,CNS-01610,ENC-00281,Cassandra Harrell
REF-00347,CLI-0737,ORG-0004,ORG-0005,HIFIS_Referral,internal,crisis_support,urgent,completed,,2025-01-09 20:19:00,2025-01-11 00:17:00,2025-01-11 19:31:00,2025-01-13 01:37:00,2025-01-13 03:53:00,,CNS-01907,ENC-00167,Hannah Martin
,CLI-0010,ORG-0001,ORG-0009,External_Portal,coordinated_access,housing_support,routine,submitted,,2025-12-16 20:58:00,,,,,,CNS-03064,,Nicole Barker
REF-00349,CLI-0169,ORG-0001,ORG-0009,External_Portal,external,food_security,urgent,completed,,2023-03-13 14:17:00,2023-03-15 01:13:00,2023-03-16 15:15:00,2023-03-23 09:54:00,2023-03-30 11:42:00,,CNS-00242,ENC-00715,James Martin
REF-00350,CLI-0554,ORG-0008,ORG-0007,CA_Module,external,case_management,routine,completed,,2025-04-19 22:51:00,2025-04-20 18:54:00,2025-04-22 08:37:00,2025-04-26 06:02:00,2025-05-14 06:26:00,,CNS-04175,ENC-00279,Traci Vincent
REF-00351,CLI-0483,ORG-0007,ORG-0006,External_Portal,external,shelter_bed_needed,routine,declined,consent_not_granted,2025-11-10 10:28:00,2025-11-12 02:58:00,2025-11-13 17:01:00,,,,CNS-03673,,Megan Adams
REF-00352,CLI-0826,ORG-0001,ORG-0005,HIFIS_Intake,internal,case_management,urgent,accepted,,2023-11-02 20:11:00,2023-11-03 23:47:00,2023-11-05 07:36:00,2023-11-06 00:01:00,,,CNS-02612,,Alejandro Deleon
REF-00353,CLI-0680,ORG-0005,ORG-0007,External_Portal,coordinated_access,food_security,crisis,pending,,2025-06-26 07:39:00,2025-06-26 10:24:00,,,,,CNS-03006,,Alexa Buck
REF-00354,CLI-0795,ORG-0001,ORG-0008,External_Portal,coordinated_access,legal_assistance,routine,pending,,2025-11-20 11:17:00,2025-11-21 19:31:00,,,,,CNS-01135,,Lindsay Smith
REF-00355,CLI-0126,ORG-0003,ORG-0007,HIFIS_Intake,internal,crisis_support,routine,cancelled,other,2023-02-20 18:53:00,2023-02-21 09:42:00,,,,2023-02-25 23:16:00,CNS-04795,,Robert Torres
REF-00356,CLI-0445,ORG-0004,ORG-0005,HIFIS_Intake,external,housing_support,routine,completed,,2025-03-30 14:29:00,2025-03-31 00:31:00,2025-04-01 07:25:00,2025-04-06 23:42:00,2025-04-15 01:43:00,,CNS-04059,ENC-00326,Maria Coleman
REF-00357,CLI-0105,ORG-0001,ORG-0005,HIFIS_Intake,coordinated_access,shelter_bed_needed,urgent,completed,,2023-04-19 16:09:00,2023-04-21 13:21:00,2023-04-22 18:41:00,2023-04-25 15:43:00,2023-04-27 05:53:00,,CNS-03119,ENC-00465,Gregory King
REF-00358,CLI-0274,ORG-0004,ORG-0005,HIFIS_Referral,internal,crisis_support,urgent,pending,,2025-11-19 15:23:00,2025-11-20 19:05:00,,,,,CNS-00395,,Michael Holloway
REF-00359,CLI-0561,ORG-0001,ORG-0006,HIFIS_Referral,coordinated_access,case_management,routine,accepted,,2025-01-31 10:30:00,2025-02-01 15:44:00,2025-02-03 21:23:00,2025-02-10 01:26:00,,,CNS-03652,,Brian Hunt
REF-00360,CLI-0303,ORG-0006,ORG-0007,HIFIS_Intake,external,shelter_bed_needed,urgent,accepted,,2023-10-23 22:42:00,2023-10-25 12:01:00,2023-10-26 19:23:00,2023-11-01 02:28:00,,,CNS-03291,,Sarah Brooks
REF-00361,CLI-0331,ORG-0004,ORG-0003,HIFIS_Intake,external,shelter_bed_needed,routine,declined,client_ineligible,2025-05-27 18:39:00,2025-05-28 09:05:00,2025-05-29 22:00:00,,,,CNS-01223,,Lisa Evans
REF-00362,CLI-0227,ORG-0008,ORG-0009,HIFIS_Intake,internal,legal_assistance,urgent,completed,,2025-11-26 13:05:00,2025-11-28 12:55:00,2025-11-30 16:44:00,2025-11-30 23:28:00,2025-12-11 20:27:00,,CNS-03820,ENC-00639,Arthur Mcneil
